formula,pattern,template_formula,template_file,roles,chalcogen,halide,charge_check
CsFe2Se3Cl,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Fe,Se,Cl,sum(role_charge*stoich)=2*Ch+X
CsFe2Se3Br,A1C2_Ch3_X1,In2AgSe3Br,mp-1223994.cif,A1:Cs;C2:Fe,Se,Br,sum(role_charge*stoich)=2*Ch+X
CsFe2Se3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Fe,Se,I,sum(role_charge*stoich)=2*Ch+X
CsFe2Te3F,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Fe,Te,F,sum(role_charge*stoich)=2*Ch+X
CsFe2Te3Cl,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Fe,Te,Cl,sum(role_charge*stoich)=2*Ch+X
CsFe2Te3Br,A1C2_Ch3_X1,In2AgTe3Br,mp-1223756.cif,A1:Cs;C2:Fe,Te,Br,sum(role_charge*stoich)=2*Ch+X
CsFe2Te3I,A1C2_Ch3_X1,In2AgTe3I,mp-1223909.cif,A1:Cs;C2:Fe,Te,I,sum(role_charge*stoich)=2*Ch+X
CsRu2S3F,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Ru,S,F,sum(role_charge*stoich)=2*Ch+X
CsRu2S3Cl,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Ru,S,Cl,sum(role_charge*stoich)=2*Ch+X
CsRu2S3Br,A1C2_Ch3_X1,In2AgS3Br,mp-1224043.cif,A1:Cs;C2:Ru,S,Br,sum(role_charge*stoich)=2*Ch+X
CsRu2S3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Ru,S,I,sum(role_charge*stoich)=2*Ch+X
CsRu2Se3F,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Ru,Se,F,sum(role_charge*stoich)=2*Ch+X
CsRu2Se3Cl,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Ru,Se,Cl,sum(role_charge*stoich)=2*Ch+X
CsRu2Se3Br,A1C2_Ch3_X1,In2AgSe3Br,mp-1223994.cif,A1:Cs;C2:Ru,Se,Br,sum(role_charge*stoich)=2*Ch+X
CsRu2Se3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Ru,Se,I,sum(role_charge*stoich)=2*Ch+X
CsTe3Ru2F,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Ru,Te,F,sum(role_charge*stoich)=2*Ch+X
CsTe3Ru2Cl,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Ru,Te,Cl,sum(role_charge*stoich)=2*Ch+X
CsTe3Ru2Br,A1C2_Ch3_X1,In2AgTe3Br,mp-1223756.cif,A1:Cs;C2:Ru,Te,Br,sum(role_charge*stoich)=2*Ch+X
CsTe3Ru2I,A1C2_Ch3_X1,In2AgTe3I,mp-1223909.cif,A1:Cs;C2:Ru,Te,I,sum(role_charge*stoich)=2*Ch+X
CsRh2S3F,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Rh,S,F,sum(role_charge*stoich)=2*Ch+X
CsRh2S3Cl,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Rh,S,Cl,sum(role_charge*stoich)=2*Ch+X
CsRh2S3Br,A1C2_Ch3_X1,In2AgS3Br,mp-1224043.cif,A1:Cs;C2:Rh,S,Br,sum(role_charge*stoich)=2*Ch+X
CsRh2S3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Rh,S,I,sum(role_charge*stoich)=2*Ch+X
CsRh2Se3F,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Rh,Se,F,sum(role_charge*stoich)=2*Ch+X
CsRh2Se3Cl,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Rh,Se,Cl,sum(role_charge*stoich)=2*Ch+X
CsRh2Se3Br,A1C2_Ch3_X1,In2AgSe3Br,mp-1223994.cif,A1:Cs;C2:Rh,Se,Br,sum(role_charge*stoich)=2*Ch+X
CsRh2Se3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Rh,Se,I,sum(role_charge*stoich)=2*Ch+X
CsTe3Rh2F,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Rh,Te,F,sum(role_charge*stoich)=2*Ch+X
CsTe3Rh2Cl,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Rh,Te,Cl,sum(role_charge*stoich)=2*Ch+X
CsTe3Rh2Br,A1C2_Ch3_X1,In2AgTe3Br,mp-1223756.cif,A1:Cs;C2:Rh,Te,Br,sum(role_charge*stoich)=2*Ch+X
CsTe3Rh2I,A1C2_Ch3_X1,In2AgTe3I,mp-1223909.cif,A1:Cs;C2:Rh,Te,I,sum(role_charge*stoich)=2*Ch+X
CsBi2S3F,A1C2_Ch3_X1,AgBi2S3Cl,mp-558368.cif,A1:Cs;C2:Bi,S,F,sum(role_charge*stoich)=2*Ch+X
CsBi2S3Cl,A1C2_Ch3_X1,AgBi2S3Cl,mp-558368.cif,A1:Cs;C2:Bi,S,Cl,sum(role_charge*stoich)=2*Ch+X
CsBi2S3Br,A1C2_Ch3_X1,AgBi2S3Cl,mp-558368.cif,A1:Cs;C2:Bi,S,Br,sum(role_charge*stoich)=2*Ch+X
CsBi2S3I,A1C2_Ch3_X1,AgBi2S3Cl,mp-558368.cif,A1:Cs;C2:Bi,S,I,sum(role_charge*stoich)=2*Ch+X
CsBi2Se3F,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Se,F,sum(role_charge*stoich)=2*Ch+X
CsBi2Se3Cl,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Se,Cl,sum(role_charge*stoich)=2*Ch+X
CsBi2Se3Br,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Se,Br,sum(role_charge*stoich)=2*Ch+X
CsBi2Se3I,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Se,I,sum(role_charge*stoich)=2*Ch+X
CsBi2Te3F,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Te,F,sum(role_charge*stoich)=2*Ch+X
CsBi2Te3Cl,A1C2_Ch3_X1,AgBi2Se3Cl,mp-569939.cif,A1:Cs;C2:Bi,Te,Cl,sum(role_charge*stoich)=2*Ch+X
CsBi2Te3Br,A1C2_Ch3_X1,In2AgTe3Br,mp-1223756.cif,A1:Cs;C2:Bi,Te,Br,sum(role_charge*stoich)=2*Ch+X
CsBi2Te3I,A1C2_Ch3_X1,In2AgTe3I,mp-1223909.cif,A1:Cs;C2:Bi,Te,I,sum(role_charge*stoich)=2*Ch+X
CsSb2S3F,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Sb,S,F,sum(role_charge*stoich)=2*Ch+X
CsSb2S3Cl,A1C2_Ch3_X1,In2AgS3Cl,mp-1224076.cif,A1:Cs;C2:Sb,S,Cl,sum(role_charge*stoich)=2*Ch+X
CsSb2S3Br,A1C2_Ch3_X1,In2AgS3Br,mp-1224043.cif,A1:Cs;C2:Sb,S,Br,sum(role_charge*stoich)=2*Ch+X
CsSb2S3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Sb,S,I,sum(role_charge*stoich)=2*Ch+X
CsSb2Se3F,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Sb,Se,F,sum(role_charge*stoich)=2*Ch+X
CsSb2Se3Cl,A1C2_Ch3_X1,In2AgSe3Cl,mp-1223776.cif,A1:Cs;C2:Sb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
CsSb2Se3Br,A1C2_Ch3_X1,In2AgSe3Br,mp-1223994.cif,A1:Cs;C2:Sb,Se,Br,sum(role_charge*stoich)=2*Ch+X
CsSb2Se3I,A1C2_Ch3_X1,In2AgSe3I,mp-1224031.cif,A1:Cs;C2:Sb,Se,I,sum(role_charge*stoich)=2*Ch+X
CsSb2Te3F,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Sb,Te,F,sum(role_charge*stoich)=2*Ch+X
CsSb2Te3Cl,A1C2_Ch3_X1,In2AgTe3Cl,mp-1223758.cif,A1:Cs;C2:Sb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
CsSb2Te3Br,A1C2_Ch3_X1,In2AgTe3Br,mp-1223756.cif,A1:Cs;C2:Sb,Te,Br,sum(role_charge*stoich)=2*Ch+X
CsSb2Te3I,A1C2_Ch3_X1,In2AgTe3I,mp-1223909.cif,A1:Cs;C2:Sb,Te,I,sum(role_charge*stoich)=2*Ch+X
Al2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Al,S,F,sum(role_charge*stoich)=2*Ch+X
Al2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Al,S,Cl,sum(role_charge*stoich)=2*Ch+X
Al2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Al,S,Br,sum(role_charge*stoich)=2*Ch+X
Al2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Al,S,I,sum(role_charge*stoich)=2*Ch+X
Al2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Al,Se,F,sum(role_charge*stoich)=2*Ch+X
Al2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Al,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Al2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Al,Se,Br,sum(role_charge*stoich)=2*Ch+X
Al2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Al,Se,I,sum(role_charge*stoich)=2*Ch+X
Al2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Al,Te,F,sum(role_charge*stoich)=2*Ch+X
Al2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Al,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Al2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Al,Te,Br,sum(role_charge*stoich)=2*Ch+X
Al2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Al,Te,I,sum(role_charge*stoich)=2*Ch+X
Ga2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ga,S,F,sum(role_charge*stoich)=2*Ch+X
Ga2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ga,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ga2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ga,S,Br,sum(role_charge*stoich)=2*Ch+X
Ga2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Ga,S,I,sum(role_charge*stoich)=2*Ch+X
Ga2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ga,Se,F,sum(role_charge*stoich)=2*Ch+X
Ga2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ga,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ga2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ga,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ga2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Ga,Se,I,sum(role_charge*stoich)=2*Ch+X
Ga2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ga,Te,F,sum(role_charge*stoich)=2*Ch+X
Ga2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ga,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ga2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Ga,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ga2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Ga,Te,I,sum(role_charge*stoich)=2*Ch+X
In2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:In,Se,Br,sum(role_charge*stoich)=2*Ch+X
In2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:In,Se,I,sum(role_charge*stoich)=2*Ch+X
In2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:In,Te,Cl,sum(role_charge*stoich)=2*Ch+X
In2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:In,Te,Br,sum(role_charge*stoich)=2*Ch+X
In2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:In,Te,I,sum(role_charge*stoich)=2*Ch+X
Sc2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Sc,S,F,sum(role_charge*stoich)=2*Ch+X
Sc2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Sc,S,Cl,sum(role_charge*stoich)=2*Ch+X
Sc2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Sc,S,Br,sum(role_charge*stoich)=2*Ch+X
Sc2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Sc,S,I,sum(role_charge*stoich)=2*Ch+X
Sc2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Sc,Se,F,sum(role_charge*stoich)=2*Ch+X
Sc2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Sc,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Sc2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Sc,Se,Br,sum(role_charge*stoich)=2*Ch+X
Sc2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Sc,Se,I,sum(role_charge*stoich)=2*Ch+X
Sc2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Sc,Te,F,sum(role_charge*stoich)=2*Ch+X
Sc2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Sc,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Sc2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Sc,Te,Br,sum(role_charge*stoich)=2*Ch+X
Sc2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Sc,Te,I,sum(role_charge*stoich)=2*Ch+X
Y2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Y,S,F,sum(role_charge*stoich)=2*Ch+X
Y2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Y,S,Cl,sum(role_charge*stoich)=2*Ch+X
Y2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Y,S,Br,sum(role_charge*stoich)=2*Ch+X
Y2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Y,S,I,sum(role_charge*stoich)=2*Ch+X
Y2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Y,Se,F,sum(role_charge*stoich)=2*Ch+X
Y2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Y,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Y2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Y,Se,Br,sum(role_charge*stoich)=2*Ch+X
Y2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Y,Se,I,sum(role_charge*stoich)=2*Ch+X
Y2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Y,Te,F,sum(role_charge*stoich)=2*Ch+X
Y2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Y,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Y2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Y,Te,Br,sum(role_charge*stoich)=2*Ch+X
Y2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Y,Te,I,sum(role_charge*stoich)=2*Ch+X
La2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:La,S,F,sum(role_charge*stoich)=2*Ch+X
La2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:La,S,Cl,sum(role_charge*stoich)=2*Ch+X
La2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:La,S,Br,sum(role_charge*stoich)=2*Ch+X
La2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:La,S,I,sum(role_charge*stoich)=2*Ch+X
La2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:La,Se,F,sum(role_charge*stoich)=2*Ch+X
La2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:La,Se,Cl,sum(role_charge*stoich)=2*Ch+X
La2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:La,Se,Br,sum(role_charge*stoich)=2*Ch+X
La2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:La,Se,I,sum(role_charge*stoich)=2*Ch+X
La2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:La,Te,F,sum(role_charge*stoich)=2*Ch+X
La2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:La,Te,Cl,sum(role_charge*stoich)=2*Ch+X
La2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:La,Te,Br,sum(role_charge*stoich)=2*Ch+X
La2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:La,Te,I,sum(role_charge*stoich)=2*Ch+X
Lu2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Lu,S,F,sum(role_charge*stoich)=2*Ch+X
Lu2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Lu,S,Cl,sum(role_charge*stoich)=2*Ch+X
Lu2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Lu,S,Br,sum(role_charge*stoich)=2*Ch+X
Lu2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Lu,S,I,sum(role_charge*stoich)=2*Ch+X
Lu2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Lu,Se,F,sum(role_charge*stoich)=2*Ch+X
Lu2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Lu,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Lu2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Lu,Se,Br,sum(role_charge*stoich)=2*Ch+X
Lu2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Lu,Se,I,sum(role_charge*stoich)=2*Ch+X
Lu2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Lu,Te,F,sum(role_charge*stoich)=2*Ch+X
Lu2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Lu,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Lu2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Lu,Te,Br,sum(role_charge*stoich)=2*Ch+X
Lu2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Lu,Te,I,sum(role_charge*stoich)=2*Ch+X
Ti2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ti,S,F,sum(role_charge*stoich)=2*Ch+X
Ti2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ti,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ti2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ti,S,Br,sum(role_charge*stoich)=2*Ch+X
Ti2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Ti,S,I,sum(role_charge*stoich)=2*Ch+X
Ti2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ti,Se,F,sum(role_charge*stoich)=2*Ch+X
Ti2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ti,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ti2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Ti,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ti2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Ti,Se,I,sum(role_charge*stoich)=2*Ch+X
Ti2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ti,Te,F,sum(role_charge*stoich)=2*Ch+X
Ti2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Ti,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ti2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:Ti,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ti2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:Ti,Te,I,sum(role_charge*stoich)=2*Ch+X
V2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:V,S,F,sum(role_charge*stoich)=2*Ch+X
V2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:V,S,Cl,sum(role_charge*stoich)=2*Ch+X
V2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:V,S,Br,sum(role_charge*stoich)=2*Ch+X
V2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:V,S,I,sum(role_charge*stoich)=2*Ch+X
V2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:V,Se,F,sum(role_charge*stoich)=2*Ch+X
V2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:V,Se,Cl,sum(role_charge*stoich)=2*Ch+X
V2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:V,Se,Br,sum(role_charge*stoich)=2*Ch+X
V2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:V,Se,I,sum(role_charge*stoich)=2*Ch+X
V2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:V,Te,F,sum(role_charge*stoich)=2*Ch+X
V2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:V,Te,Cl,sum(role_charge*stoich)=2*Ch+X
V2CuTe3Br,A1C2_Ch3_X1,In2CuTe3Br,mp-1224103.cif,A1:Cu;C2:V,Te,Br,sum(role_charge*stoich)=2*Ch+X
V2CuTe3I,A1C2_Ch3_X1,In2CuTe3I,mp-1224032.cif,A1:Cu;C2:V,Te,I,sum(role_charge*stoich)=2*Ch+X
Nb2CuS3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Nb,S,F,sum(role_charge*stoich)=2*Ch+X
Nb2CuS3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Nb,S,Cl,sum(role_charge*stoich)=2*Ch+X
Nb2CuS3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Nb,S,Br,sum(role_charge*stoich)=2*Ch+X
Nb2CuS3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Nb,S,I,sum(role_charge*stoich)=2*Ch+X
Nb2CuSe3F,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Nb,Se,F,sum(role_charge*stoich)=2*Ch+X
Nb2CuSe3Cl,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Nb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Nb2CuSe3Br,A1C2_Ch3_X1,In2CuSe3Br,mp-1224081.cif,A1:Cu;C2:Nb,Se,Br,sum(role_charge*stoich)=2*Ch+X
Nb2CuSe3I,A1C2_Ch3_X1,In2CuSe3I,mp-1224181.cif,A1:Cu;C2:Nb,Se,I,sum(role_charge*stoich)=2*Ch+X
Nb2CuTe3F,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Nb,Te,F,sum(role_charge*stoich)=2*Ch+X
Nb2CuTe3Cl,A1C2_Ch3_X1,In2CuTe3Cl,mp-1224202.cif,A1:Cu;C2:Nb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
